Transaction ID,Payment Amount,Date Completed,Client ID,Job ID
tt22225,$2.11 ,5/30/2700,cc89896,tt61057
tt67724,$18.01 ,6/25/2706,cc40968,tt66660
tt23922,"$9,129.36 ",5/26/2377,cc95282,tt53489
tt82707,"$52,841.92 ",3/29/2384,cc76533,tt98302
tt50278,$6.48 ,12/5/2764,cc18196,tt45733
tt22922,"$34,073.04 ",7/11/2330,cc92413,tt52090
tt35217,$500.82 ,10/28/2234,cc32868,tt82649
tt77985,"$4,103.04 ",6/27/2921,cc26372,tt83649
tt15591,"$1,464.53 ",9/9/2318,cc82116,tt77638
tt34699,$344.69 ,10/11/2132,cc10638,tt95163
tt34040,$0.91 ,1/21/2974,cc10525,tt70389
tt42043,$568.97 ,10/4/2341,cc55516,tt93710
tt54299,$283.27 ,5/14/2844,cc64328,tt76671
tt64253,$614.02 ,10/25/2357,cc64947,tt17940
tt57910,"$5,101.11 ",1/26/2174,cc48311,tt96637
tt51641,"$4,605.04 ",12/5/2463,cc72432,tt36185
tt27475,$914.18 ,2/8/2434,cc45133,tt29710
tt48385,"$6,461.69 ",10/26/2951,cc39760,tt75158
tt49272,$7.35 ,4/29/2877,cc95441,tt90803
tt19744,$937.91 ,8/22/2337,cc54001,tt30791
tt70366,$89.40 ,12/10/2329,cc36810,tt90991
tt80498,$2.57 ,12/24/2632,cc75443,tt86498
tt16495,"$5,906.16 ",8/22/2830,cc95384,tt14436
tt10386,$37.65 ,7/4/2985,cc80217,tt30522
tt64217,$3.19 ,1/6/2298,cc71268,tt63975
tt33446,"$54,401.30 ",3/16/2469,cc20464,tt32798
tt90526,"$76,759.26 ",5/16/2112,cc76958,tt69739
tt96149,"$9,295.58 ",8/4/2425,cc18799,tt52079
tt12833,$333.26 ,7/8/2341,cc14110,tt18416
tt58618,$17.75 ,12/12/2497,cc79451,tt58850
tt22410,$5.18 ,1/9/2270,cc94435,tt34765
tt27038,$0.94 ,2/19/2354,cc98643,tt45024
tt26858,"$61,570.86 ",7/21/2940,cc22522,tt67487
tt12965,"$8,967.05 ",10/26/2126,cc56637,tt82760
tt95233,"$5,333.05 ",10/29/2097,cc84926,tt19981
tt61716,"$92,384.57 ",5/7/2883,cc66543,tt50773
tt26499,$867.11 ,4/21/2650,cc28421,tt32716
tt25525,"$4,222.77 ",11/10/2683,cc99883,tt72551
tt14902,$984.73 ,9/5/2706,cc73894,tt11166
tt98270,$21.27 ,8/11/2478,cc48385,tt41169
tt86307,"$9,791.08 ",1/8/2393,cc12915,tt53945
tt55041,"$3,767.82 ",8/9/2455,cc82149,tt41554
tt30707,$443.01 ,5/31/2491,cc24114,tt51747
tt27241,$1.27 ,12/17/2555,cc11234,tt67422
tt59340,"$46,638.04 ",2/22/2067,cc91559,tt40416
tt98853,"$2,327.56 ",9/24/2102,cc89460,tt72699
tt90903,"$95,604.13 ",12/30/2943,cc65493,tt41273
tt49974,"$47,913.84 ",1/17/2409,cc72965,tt37920
tt80535,"$9,019.12 ",3/31/2506,cc54043,tt44252
tt92048,$33.50 ,1/11/2732,cc78242,tt72716
tt84254,"$18,760.70 ",5/24/2103,cc37496,tt38375
tt39648,$59.20 ,12/10/2339,cc43346,tt29333
tt20082,"$91,968.67 ",1/10/2366,cc87774,tt26652
tt10273,$16.45 ,10/29/2114,cc21187,tt25662
tt55925,$478.25 ,12/3/2559,cc10050,tt47554
tt86686,$6.28 ,5/19/2314,cc85397,tt42060
tt11930,"$3,149.56 ",3/27/2156,cc44667,tt45805
tt89761,"$87,389.40 ",10/12/2055,cc82627,tt75451
tt69830,"$7,402.16 ",10/8/2529,cc55764,tt70918
tt55379,$5.24 ,10/5/2659,cc88476,tt20494
tt19306,"$31,707.12 ",10/10/2935,cc68565,tt69899
tt63333,"$55,533.39 ",4/25/2972,cc71692,tt27958
tt53626,$60.16 ,12/4/2575,cc34311,tt79049
tt10324,$13.70 ,11/5/2620,cc15132,tt35236
tt66787,$68.45 ,7/9/2668,cc52440,tt29783
tt55604,$4.61 ,4/19/2083,cc38645,tt99244
tt27593,"$36,353.70 ",8/6/2988,cc52844,tt23660
tt11337,"$6,950.65 ",10/4/2763,cc93538,tt46243
tt40580,$0.29 ,5/1/2539,cc37318,tt63277
tt72225,$37.01 ,6/2/2515,cc97326,tt24413
tt68754,$74.06 ,5/9/2314,cc38312,tt32930
tt92133,$14.71 ,6/15/2654,cc19901,tt57740
tt72733,$30.64 ,6/17/2765,cc38384,tt75083
tt36105,"$4,011.15 ",10/22/2660,cc94555,tt39791
tt60486,"$4,785.23 ",4/17/2864,cc50106,tt78289
tt19620,"$2,915.17 ",6/9/2961,cc81836,tt92093
tt89351,$0.50 ,11/7/2723,cc77914,tt94465
tt28414,$8.22 ,1/9/2920,cc33103,tt25189
tt71404,$16.17 ,4/27/2035,cc92577,tt69356
tt76745,$50.60 ,12/9/2823,cc82122,tt95763
tt35756,$798.94 ,12/12/2942,cc35953,tt77888
tt31966,$320.56 ,6/20/2922,cc36947,tt89933
tt57393,"$48,230.70 ",11/19/2918,cc38451,tt93756
tt72977,$9.75 ,11/29/2359,cc28340,tt69081
tt12040,$985.30 ,11/9/2782,cc49824,tt46159
tt82226,$94.51 ,11/9/2334,cc91070,tt94019
tt95762,$54.61 ,9/30/2864,cc98683,tt13025
tt31050,$933.92 ,9/7/2730,cc17278,tt33757
tt55634,$1.86 ,3/31/2334,cc64139,tt60128
tt29521,"$2,008.29 ",4/30/2656,cc13298,tt22952
tt79741,"$3,246.95 ",2/20/2467,cc69950,tt14694
tt90926,$12.18 ,12/9/2219,cc17767,tt59334
tt26185,$65.39 ,9/8/2684,cc15517,tt96398
tt49141,$978.34 ,3/30/2641,cc99876,tt51437
tt64052,"$65,208.43 ",12/11/2331,cc19826,tt35658
tt31781,$74.12 ,8/15/2567,cc88856,tt42514
tt93119,$84.99 ,4/7/2736,cc83519,tt79965
tt16013,$877.88 ,10/10/2054,cc45605,tt31510
tt88427,$15.66 ,3/20/2860,cc44781,tt33885
tt18280,$2.38 ,7/20/2797,cc90681,tt33414
tt27588,"$54,616.08 ",4/12/2222,cc95590,tt98825
tt82341,"$70,025.15 ",7/14/2400,cc18594,tt26786
tt41530,$6.13 ,4/14/2237,cc63438,tt98013
tt90606,$557.81 ,9/23/2166,cc47802,tt79406
tt65305,"$7,140.58 ",5/9/2745,cc75967,tt46029
tt93403,"$3,979.29 ",11/13/2145,cc49258,tt46201
tt38172,$79.69 ,7/28/2039,cc31094,tt10825
tt98576,"$8,274.22 ",7/17/2600,cc25198,tt76736
tt12070,$0.43 ,6/20/2638,cc76050,tt68705
tt84668,$23.78 ,3/25/2708,cc68791,tt95814
tt67679,"$4,133.55 ",7/17/2969,cc74735,tt69939
tt65995,$27.58 ,2/16/2982,cc79770,tt98275
tt25307,"$66,857.46 ",9/22/2932,cc34033,tt44371
tt99782,$0.86 ,5/8/2577,cc42132,tt43299
tt46682,$47.51 ,10/13/2242,cc51657,tt77259
tt91128,"$56,882.63 ",8/20/2981,cc85295,tt45023
tt26158,$1.10 ,3/26/2680,cc91661,tt21551
tt77127,"$6,284.24 ",8/6/2744,cc71215,tt11902
tt61728,"$2,289.15 ",6/10/2140,cc74573,tt44110
tt47448,$49.69 ,3/4/2824,cc29095,tt55767
tt13562,"$4,083.75 ",12/12/2478,cc76828,tt63710
tt51984,"$9,795.59 ",3/17/2084,cc13370,tt36805
tt28208,"$8,823.55 ",5/15/2633,cc31492,tt60820
tt88978,$562.23 ,9/22/2608,cc10247,tt62275
tt12445,$82.58 ,7/29/2519,cc65340,tt95350
tt42253,"$58,474.41 ",3/26/2147,cc66600,tt98796
tt60053,$6.15 ,7/28/2353,cc25000,tt26912
tt94980,"$2,790.97 ",3/29/2421,cc27049,tt11154
tt28515,$354.18 ,5/23/2291,cc95420,tt35971
tt56626,$2.48 ,10/27/2924,cc25680,tt66753
tt74302,$593.67 ,8/10/2410,cc21611,tt68540
tt36834,"$84,100.40 ",11/5/2255,cc92654,tt99834
tt45823,$2.51 ,11/13/2969,cc66854,tt56752
tt47689,"$41,228.57 ",7/24/2558,cc80852,tt49631
tt20732,$988.62 ,8/3/2645,cc51783,tt73322
tt37320,$20.51 ,1/14/2356,cc73690,tt20976
tt44120,"$77,348.28 ",2/1/2134,cc79181,tt17188
tt80956,$2.11 ,2/6/2647,,tt13407
